hypochondriac	a person with imaginary illnesses
hypocrite	one who pretends to be something he is not
hypocritical	insincere; two-faced
hypothesis	an assumption
hypothetical	theoretical; suppositive
icon	a statue
iconoclast	one who breaks with tradition
idealist	one with very high principles
idiomatic	language particular to a group
idiosyncrasy	a peculiar trait
idolatry	worship of idols
idyllic	charmingly simple or poetic
igneous	pertaining to fire
ignoble	dishonorable
ignominious	shameful; disgraceful
ilk	type; sort; kind
illicit	unlawful; illegal
illiterate	uneducated
illuminate	to make clear; light up
illumine	to brighten, to inspire
illusory	misleading impression
illustrious	distinguished; bright
imbibe	to drink; to absorb
imbroglio	a difficult or confusing situation
imbue	to fill completely
immaculate	spotless; pure
imminent	likely to happen; threatening
immolate	to kill someone as a sacrificial victim, usually by fire
immortal	not subject to death
immunity	freedom from disease; protected
immutable	unchangeable
impair	to weaken, to cause to become worse
impale	to pierce with a sharp stake through the body
impalpable	vague; not understandable
impartial	without prejudice; neutral
impasse	a dead-end; a problem without a solution
impeach	to accuse
impeccable	perfect
impecunious	without money
impede	to block
impediment	an obstruction
impel	push into action
impending	likely to happen soon
imperative	very necessary
imperious	domineering
impermeable	not permitting passage
impertinent	rude
imperturbable	calm
impervious	not capable of being affected
impetuous	impulsive
impetus	a stimulus
impinge	to collide
implacable	inflexible
implausible	unbelievable
implement	a tool; to carry off
implication	an indirect suggestion
implicit	suggested, but not plainly stated
import	significance; to bring in from a foreign country
importune	to beg
impotent	powerless
imprecaton	a curse
impregnable	unconquerable
impromptu	without planning
impropriety	pertaining to something that is not proper or suitable
improvident	wasteful
impudent	disrespectful
impugn	to attack a person verbally
impunity	freedom from punishment
impute	to accuse a person
inadvertent	unintentional
inalienable	not able to be given to another
inane	meaningless
inanimate	lifeless dull, dead
inarticulate	unclear speech
incandescent	very bright
incapacitated	disabled
incarcerate	to imprison
incarnadine	blood-red; flesh-colored
incarnate	in human form
incendiary	causing fire or trouble
incense	to anger
inception	start
incessant	continuous; never ending
inchoate	just beginning
incipient	beginning to appear
incisive	sharp or keen perception
incite	to stir up
inclement	(usually refers to weather) harsh; unfavorable; severe
inclined	favorable to one direction
incognito	disguised
incoherent	rambling; not logically connected
incongruous	not appropriate; out of place
inconsequential	unimportant
incontrovertible	undeniable
incorrigible	bad beyond correction
increment	an increase
incriminate	to connect to a crime
incubus	nightmare
inculcate	to influence someone to accept an idea
incumbent	resting or lying; one who holds a political office
incursion	a raid
incur	to bring upon oneself
indefatigable	untiring
indelible	incapable of being erased
indemnify	to repay for a loss
indicative	signifying; implying
indict	to charge with a crime; to accuse of a wrongdoing
indifferent	neutral; lacking preference
indigenous	native to a particular area; inborn
indigent	extremely poor
indignant	angry as a result of unjust treatment
indiscriminate	at random
indoctrinate	to teach someone a set of beliefs
indolence	laziness
indomitable	unconquerable
indubitable	unquestionable
induce	to bring about
indulgence	gentle treatment; pampering
inebriated	drunk
ineffable	unspeakable
ineluctable	inevitable
inept	unfit
inert	not moving
inevitable	unavoidable; will happen
inexorable	unyielding
infallible	without mistakes
infamous	notorious; scandalous
infamy	shocking or brutal
infantile	immature
infernal	fiendish
infer	to derive by reasoning; imply
infidel	unbeliever
infinitesimal	very small
infirmity	weakness; feebleness
influx	a flowing in
infraction	the breaking of a law
infringe	to violate
ingenious	clever
ingenuous	simple; innocent
ingrate	ungrateful person
ingratiate	to work one's way into another's favor
inherent	inborn
inhibition	reserved
inimical	unfriendly
inimitable	not able to be imitated or unequaled
iniquity	wickedness
injunction	an order
inkling	a hint
innate	inborn
innocuous	harmless
innovate	to be creative; begin anew
innuendo	indirect remark
inordinate	excessive
insatiable	unable to be satisfied
inscrutable	mysterious
insidious	treacherous
insightful	having a penetrating understanding of things; mentally alert and sharp
insinuate	to hint; to suggest
insipid	tasteless; bland; boring
insolent	boldly disrespectful
insolvent	bankrupt; unable to pay creditors
insouciant	carefree
instigate	to stir up (trouble)
insular	detached or isolated
insuperable	unconquerable
insurgence	rebellion
insurrection	uprising
intact	left whole
intangible	vague or untouchable; abstract
integral	essential
integrate	unify; to bring together
integrity	honesty
interdict	to prohibit; to block
interim	period of time between acts
interlocutor	one who takes part in a conversation
interloper	an intruder
interlude	a period of time between two events
interminable	endless
intermittent	periodic
interpose	to place between
interregnum	period during which a nation is without a permanent leader; pause
inter	to bury
intimate	private; to imply
intimidate	threaten
intolerant	bigoted
intractable	hard to manage
intransigent	stubborn
intrepid	courageous
intrinsic	essential
introspective	looking into oneself
intuitive	insightful
inundate	to fill to overflowing
inured	accustomed to
invalidate	make null and void
invariably	constantly; without changing
invective	strong verbal abuse
inveigh	a bitter verbal attack
inveigle	trick or deceive
inveterate	firmly established; deep-rooted
invidious	causing resentment; offensive
invigorate	to fill with energy
invoke	to call upon
iota	a small amount
irascible	easily angered
ire	anger; wrath
iridescent	a wide range of colors
irksome	annoying
ironic	unexpected
irrational	unreasonable; unpredictable
irreconcilable	unable to agree
irredeemable	hopeless
irremediable	unable to be changed or cured
irrepressible	unable to be restrained
irresolute	doubtful
irreverent	disrespectful
irrevocable	unchangeable
itinerant	moving from place to place
jaded	tired; worn out
jargon	vocabulary of a particular group of people
jaundiced	yellowed skin or prejudiced
jaunt	short trip
jaunty	carefree
jeer	to sneer; to mock
jeopardy	danger
jilt	to reject
jingoist	extreme patriotism, favoring warlike actions
jocose	happy; lively
jocular	humorous
jostle	to bump
judicious	wise; sound judgment
juggernaut	a destructive force
jugular	pertaining to the throat or neck
juncture	a point of time
junket	a pleasure trip
junta	a small group ruling a country
jurisprudence	study of law
jut	to stick out
juxtapose	to place side by side
kaleidoscopic	changing
ken	range of knowledge
kindle	to excite or start
kindred	relatives or shared feeling or views
kinetic	pertaining to motion
kismet	destiny
kleptomania	a compulsion to steal
knave	deceitful person
knead	to work something into a mixture
knell	the sound made by a bell rung slowly
knoll	a small hill
knuckle	to yield; to work vigorously
labyrinth	complicated
lacerate	to tear roughly
lachrymose	tearful
lackadaisical	uninterested
lackey	slavish follower
lackluster	lacking brilliance; dull
laconic	concise
lactic	pertaining to milk
laggard	a slow person
laity	religious followers
lambent	radiant; to move lightly over a surface
lament	to mourn
laminated	covered with thin sheets of plastic
lampoon	sharp satire
languid	sluggish
lanky	tall and slender
lapidary	a dealer in precious stones
larceny	theft
largess	a generous gift
lascivious	lustful
lassitude	weakness and weariness
latent	present, but not visible
lateral	sideways
latitude	freedom
laudable	praiseworthy
laureate	worthy of honor
lave	to wash
lax	negligent; careless
leeway	room for action
legerdemain	deception
lenient	permissive
leonine	fierce
lesion	a wound
lethargic	dull or sluggish; weak
leviathan	anything huge
levity	lack of seriousness; humor
levy	to impose taxes
lexicon	dictionary or vocabulary of a special group
liaison	a bond or a connection
libation	a drink
libel	a false, written statement
liberal	generous
libertine	immoral person
licentious	lawless or immoral
liege	lord; master
lieu (in lieu of)	in place of; instead of
lilliputian	very small
limber	easily bent
lineage	ancestry
lineaments	facial features
linguist	skilled in languages
lionize	to treat as important
liquidate	to get rid of
lissome	moving gracefully
listless	indifferent
literal	word for word
lithe	graceful
litigation	lawsuit
livid	discolored from anger or embarrassment
loathe	to hate or feel disgust for
loath	unwilling
locus	place
logistics	the supply, movement, and maintenance of equipment
loiter	to hang around
loll	to lounge about or to droop
loquacious	very talkative
lot	fate
lout	an awkward, stupid person
lowly	humble or ordinary
lucent	shining
lucid	easy to understand
lucrative	profitable
ludicrous	ridiculous
lugubrious	mournful
luminous	bright
lupine	fierce
lurch	sudden, forward movement
lurid	shocking
lurk	to lie concealed or to stay hidden
lush	abundant
macabre	gruesome
machination	evil design
macroscopic	visible to the naked eye
maelstrom	whirlpool
magnanimous	generous
magnate	important person
maim	to cripple
maladroit	clumsy or unskillful
malady	disease
malaise	uneasiness
malapropism	word humorously misused
malediction	curse
malefactor	villain
malevolent	harmful
malfeasance	wrongdoing
malicious	spiteful
malignant	evil
malign	to speak badly about
malingerer	one who pretends to be ill to avoid work
malleable	adaptable
manacle	handcuff
mandarin	influential person
mandate	an order
manifest	obvious
manifold	many
manipulate	to handle with skill; to influence a person
manumit	to set free
maraud	to raid
maritime	pertaining to the ocean
marquee	a canopy over an entrance
marred	damaged; ruined
martial	warlike
martinet	a strict disciplinarian
masochist	one who enjoys his own pain
masticate	to chew
matriarchy	a society in which the mother is the head of the family
matrix	a place of origin
maudlin	very sentimental
maul	to injure
mausoleum	large tomb
maverick	a nonconformist
mawkish	overly sentimental
maxim	a proverb or saying
meager	inadequate, of poor quality
meander	to wander aimlessly
mean	nasty or offensive; inferior or low; an average
mediate	to settle a dispute
medicant	a beggar
meditate	to think deeply
medley	a mixture
megalomania	exaggeration of one's own greatness
melancholy	depressed
melee	noisy fight
mellifluous	sweet-sounding
melodramatic	overly emotional
menace	a threat
ménage	household
menagerie	collection of animals
mendacious	lying
menial	degrading
mentor	adviser or coach
mercantile	pertaining to merchants
mercenary	acts only for money
mercurial	unpredictably
meretricious	gaudy or showy
merger	a joining together
mesmerize	hypnotize
metamorphosis	a transformation
metaphor	comparison
metaphysics	beyond what is natural
meteoric	swift rise
mete	to distribute
meticulous	extremely careful
metropolis	large city
mettle	courage
miasma	pollution
microcosm	a little world
mien	manner
milieu	environment, setting
militant	ready and willing to fight
millennium	a thousand years
mimic	to imitate
minion	a devoted follower
minute	unit of time or small and insignificant
mire	swampy ground; to sink down
mirth	joy or laughter
misanthrope	hater of mankind
misapprehension	a misunderstanding
miscegenation	mixture of races
mischance	unlucky accident; bad luck
misconstrue	misinterpret
miscreant	a vicious person
misdemeanor	a less serious crime
miser	one who hoards (money) excessively
misgiving	doubt; suspicion
misnomer	an error in name
misogamy	hatred of marriage
misogynist	woman-hater
missive	letter
mitigate	to make less severe
mnemonic	pertaining to memory
mock	to ridicule or insult
modish	stylish
modulate	to tone down
mogul	powerful person
mollify	to calm or appease
molt	to shed
momentous	very important
monarchy	one ruler
monastic	self-denying
monitor	one who watches
monograph	written about a single subject
monolithic	unified or solid
monologue	speech by one person
monotheism	belief in one god
monotonous	boring; without variety
monumental	important
moot	debatable or having no significance
moratorium	delay
morbid	depressing
mordant	sarcastic
mores	customs or traditions
moribund	dying
morose	gloomy
mortal	destined to die
mortify	to embarrass or humiliate
motif	central ides
motley	assorted or different colors
mottled	spotted
mountebank	a fraud
muddle	to confuse
mulct	a fine or to defraud
mull (over)	think about
multifarious	having many parts
mundane	worldly
munificent	generous
murky	unclear; gloomy
muse	to think deeply
muster	to gather together
musty	stale; moldy
mute	silent
muzzle	to restrain
myopic	having narrow point of view
myriad	infinitely vast in number
myrmidon	an unquestioning follower
nabob	a very wealthy or powerful person
nadir	lowest point
naive	unsophisticated
narcissistic	vain
nascent	coming into being
natation	the act of swimming
nativity	birth
nebulous	vague
necromancy	magic
nefarious	evil
negate	to deny, to nullify
negligent	careless; neglectful
nemesis	victorious rival
neologism	new use of a word
neophyte	a beginner
nepotism	favoritism shown toward relatives
nether	lower or under
nettle	to irritate
neutralize	to make ineffective
nexus	connection or link
nicety	dainty or delicate
niche	recess in a wall or best place for a person
niggardly	stingy
niggle	petty
nihilism	total rejection of law
nimble	quick
nirvana	place of great happiness
nocturnal	pertaining to night
nodule	a small lamp
noisome	harmful or offensive
nomadic	wandering
nomenclature	a set of terms
nominal	in name only, unimportant
nonage	immaturity
nonchalant	casual
noncommittal	no definite point of view
nonentity	person of little importance
nonpareil	unequaled
nonplus	to confuse
non sequitur	something that is not logical
nostalgic	longing for the past
nostrum	questionable medicine
notorious	having a bad reputation
novel	new; unusual
novice	a beginner
noxious	harmful to health
nuance	small variation in meaning or color
nub	a small piece
nugatory	worthless
nullify	to make useless
numismatist	coin collector
nuptial	pertain to marriage
nurture	to nourish; to sustain
nutriment	nourishment
oaf	a dunce
obdurate	stubborn
obeisance	gesture expressing deep respect
obfuscate	to confuse
objective	unbiased
oblation	an offering
obligatory	required
oblique	indirect
oblivious	unmindful; unaware
obloquy	bad reputation resulting from public disgrace
obscure	not clear; partially hidden
obsequious	submissive or overly attentive
obsequy	a funeral rite
obsess	to control the thoughts or feelings of a person
obstinate	stubborn
obstreperous	loud and unruly
obtrude	to push something toward or upon a person
obtuse	slow to understand
obviate	to prevent
occidental	western
occlude	to close; to block out
occult	secret or mysterious
ocular	pertaining to sight
odious	disgusting
odoriferous	giving off a pleasant smell
odyssey	a long journey
offal	garbage
officious	interfering
ogle	to look at with desire
ogre	monster
olfactory	pertaining to smell
oligarchy	government by only a few
omen	a sign which indicates the future
ominous	threatening
omnifarious	of all kinds
omnipotent	all-powerful
omniscient	all-knowing
omnivorous	eating anything; absorbing everything
onerous	burdensome
onslaught	a furious attack
onus	a burden
opaque	not transparent; not letting light pass through
opiate	narcotic; causing sleep
opprobrious	shameful
optimist	one who sees the good side of things
optimum	the best; most favorable
opt	to choose
opulent	rich; luxurious
oracular	mysterious
oration	a speech
orbit	a path around an object
ordain	to order or establish
ordinance	a law
organic	fundamental or essential
orient	an area of the Far East; to adjust
orifice	opening
ornate	showy
ornithology	study of birds
orthodox	accepting traditional beliefs; conventional
oscillate	to swing or move back and forth
ossify	to change into bone or become rigid
ostensible	apparent
ostentatious	showing off
ostracize	to banish
overt	open not hidden
ovine	like a sheep
ovoid	egg-shaped
pacify	to calm down
pact	an agreement
paean	song of joy
palatable	pleasant to taste
palatial	magnificent
paleontology	study of prehistoric life
palliate	to lesson
pallid	pale; cull
pall	something that covers or to be unpleasant
palpable	capable of being touched
palpitate	to beat rapidly
palsy	muscle paralysis
paltry	worthless; small
panacea	an answer for all problems
panache	a showy manner
pandemonium	confusion
panegyric	an expression of praise
pang	a sharp pain
panoply	suit of armor; any protective covering
panorama	unlimited views; comprehensive survey
parable	a simple story giving a moral or religious lesson
paradigm	a model; an example
paradox	a statement that is contradictory, but probably true
paragon	a model of perfection
paramount	supreme
paraphernalia	equipment
parched	extremely thirsty
pariah	an outcast
parley	a conference
parochial	limited or related to a church
parody	a work which imitates another in a satirical way
paroxysm	a sudden outburst
parrot	to repeat or imitate
parry	to avoid something such as a blow; to evade
parsimonious	stingy
partisan	a strong supporter
passè	out-of-date
passive	submissive
pastoral	pertaining to the country
patent	government protection for an invention; obvious
paternal	fatherly
pathogenic	causing disease
pathos	deep feeling of pity
patriarch	a person regarded as a founder or father
patrician	aristocratic
patrimony	inherited right
patronage	the power to make appointments to government jobs
patronize	to be a customer or to talk down to
paucity	scarcity; lack of
peccadillo	a minor offense
pectoral	pertaining to the chest
peculate	to steal
pecuniary	pertaining to money
pedagogue	a schoolteacher
pedantic	to show off one's knowledge
pedestrian	ordinary; common; banal
pedigree	a record of ancestors
peer	an equal or to look at closely
peerless	without equal
peevish	hard to please
pejorative	insulting
pellucid	transparent
pelt	skin of an animal; to throw
penal	pertaining to punishment
penchant	a strong liking for
penitent	expressing sorrow for a wrongdoing
pensive	thoughtful
penury	extreme poverty
peon	common worker
perceive	to observe or understand
perceptible	recognizable
perceptive	quick witted; keen
perdition	damnation
peregrinate	to travel; journey
peremptory	decisive or final
perennial	lasting for a long time; perpetual
perfidious	deceitful; unfaithful
perforce	of necessity
perfunctory	routine
perigee	point nearest to the earth
periphery	outside boundary; unimportant area of a subject
permeate	to spread throughout
pernicious	destructive
peroration	the concluding part of a speech
perpetrate	to be guilty of
perpetuate	cause to continue
perplex	confuse
perquisite	something additional to regular pay
persevere	to endure
personification	giving human qualities to a non-human being or to abstract ideas
perspicacity	sharp insight
perspicuity	clearness
pert	bold; lively
pertinent	to the point
perturb	to disturb
peruse	to read carefully
pervade	to spread throughout
perverse	contrary; stubborn
pervert	to corrupt
pessimist	one who sees the worst
petrify	to paralyze with fear
petrology	study of rocks
petty	unimportant
petulant	irritable
phalanx	compact group of people
phenomenon	extraordinary (fact or occurrence)
philander	to engage in many love affairs
philanthropy	generosity to mankind
philately	stamp collecting
philippic	a verbal attack
philistine	uncultured
phlegmatic	unemotional
phobia	intense fear
phoenix	a bird symbolizing immortality
picaresque	adventurous scoundrel
piddling	petty
piecemeal	bit by bit
pied	many-colored; variegated
piety	devotion
pigment	dye
pilgrimage	a journey to a holy place
pillage	to loot
pillory	to expose to public ridicule
pinnacle	highest point
pious	religious; deeply devoted to religion
piquant	stimulating to the taste; exciting
pique	to irritate
piscine	of or like a fish
pithy	to the point
pittance	small amount
pivotal	crucial; critical; important
placard	small poster
placate	to calm
placebo	harmless, phony medicine
placid	calm
plague	a contagious disease; to trouble
plaintive	sorrowful
platitude	a dull or trite remark
platonic	spiritual; free from sensual desire
plaudit	applause; any expression of approval
plausible	apparently true; reasonable
plebeian	pertaining to the lower classes
plenary	complete or absolute
plethora	abundance
pliant	easily bent
plight	a sad situation
ploy	a trick
pluck	to pull at; courage
plumb	to measure
plutocracy	rule by the wealthy class
poach	hunt or fish illegally
podium	a platform
poignant	distressing; affecting the emotions
polarize	to separate into opposing groups
polemic	a controversy
politic	diplomatic
poltroon	a coward
polychromatic	many-colored
polyglot	speaking or writing several languages
polymorphic	having many forms
polytheism	belief in many gods
pomp	show or display
ponderous	heavy
ponder	to think deeply
porcine	like a pig
portable	capable of being carried
portal	door or entrance
portentous	warning
portly	large
posterity	future generations
posthumous	after death
postulate	to assume
potable	drinkable
potentate	ruler
potential	capacity or ability
potent	powerful
potion	a drink
potpourri	a mixture
pragmatic	practical
prate	to talk long and pointlessly
precarious	uncertain or risky
precedent	an act used as example
precept	a rule of conduct
precipice	cliff
precipitate	to bring about an action
precipitous	extremely steep
précis	brief summary
preclude	to shut out; prevent
precocious	prematurely developed
precursor	a forerunner
predecessor	one who comes before another
predicate	to declare
predilection	a liking; preference; inclination
predispose	inclined in advance
preeminent	standing out above all others
preen	to dress
prehensile	adapted for grasping something
premeditate	to plan beforehand
premier	first in importance
premise	statement made as a basis of an argument
premonition	forewarning
preponderance	superiority in quantity; dominance
preposterous	ridiculous
prerogative	privilege
presage	to indicate or warn in advance
prescience	knowledge of things before they happen
presentiment	anticipation, especially of something evil
prestige	importance
presumptuous	boldly assuming
pretentious	showy; self-important; pompous
preternatural	abnormal
pretext	a false reason
prevail	to succeed
prevaricate	to lie
primeval	of the earliest times
prim	formal; proper
primogeniture	state of being the first born
primordial	original
primp	to dress up in a fussy way
prismatic	many-colored
pristine	uncorrupted; in its original state
privation	loss of something essential
privy	having knowledge of something private
probe	to investigate or examine
probity	honesty
proclivity	tendency
procrastinate	to postpone
procreate	to produce
procrustean	to get conformity at any cost
procure	to obtain
prodigal	wasteful
prodigious	enormous; great amount
profane	showing disrespect
profess	to acknowledge or admit
proffer	to offer
proficiency	skill; ability
profligate	immoral or extremely wasteful
profound	very deep; insightful
profuse	abundant
progeny	descendants
prognosticate	to predict; to foretell
proletarian	a member of the working class
proliferate	to increase or expand
prolific	productive
prolix	tediously long and wordy
prologue	introduction
promenade	a stroll or a walk an area used for walking
promiscuous	sexually loose
promontory	piece of land that juts out
promulgate	to advocate
prone	lying flat
propagate	to multiply
propensity	inclination
prophetic	predicting
propinquity	closeness
propitious	favorable
propriety	conformity; appropriateness
prosaic	commonplace or dull
proscribe	to denounce; exile
proselyte	a convert
prospectus	a report describing a new project
prostrate	lying flat
protagonist	main character
protean	changeable
protégé	one who has been instructed by another
protocol	etiquette observed by diplomats
prototype	the original
protract	to prolong
protrude	to stick out
proverbial	well-known
provident	having foresight; prudent
provincial	unsophisticated; narrow; limited
provisional	temporary
proviso	a condition
provoke	to irritate; to excite
prowess	skill or strength
proximity	nearness
proxy	one who acts in place of another
prudence	good judgment; cautious; careful
prune	to cut off or lop off such as twigs, branches. or roots
prurient	lustful; obscene; lewd
pseudo	false
pseudonym	an assumed name
psyche	the human spirit
puerile	immature
pugilist	a boxer
pugnacious	eager to fight
puissant	powerful
pulchritude	beauty
pulmonary	pertaining to the lungs
pulverize	crush or grind; totally destroy
pummel	to beat or thrash with the fists
punctilious	precise
pundit	an expert
pungent	having a sharp taste or smell; severely critical or sarcastic
punitive	pertaining to punishment
pun	the use of words that sound alike but differ in meaning
puny	weak
purge	to purify
puritanical	strict
purloin	to steal
purport	to claim
purvey	to supply
pusillanimous	cowardly
putative	supposed; believed
putrefy	to decay
pyre	a funeral fire
pyretic	pertaining to fever
pyromaniac	one who likes to start fires
quadruped	a four-footed animal
quaff	to gulp; to drink in large quantities
quagmire	a swamp; a difficult situation
quail	to lose courage
quaint	pleasing or amusing
qualm	a feeling of uneasiness
quandary	a puzzling situation
quarry	being hunted
quash	to cancel
quasi	resembling
quaver	to tremble
quay	a wharf
queasy	uneasy
quell	to calm down
querulous	complaining
query	a question
quest	a search
queue	a line of people
quibble	petty argument
quiddity	essential quality
quidnunc	a gossip
quiescent	motionless
quietus	finishing stroke; anything that ends an activity
quintessence	essence of something
quip	a witty remark
quirk	a peculiar characteristic; a sudden twist or turn
quiver	to tremble
quixotic	extremely idealistic
quizzical	questioning or puzzled
quotidian	daily
rabble	disorderly crowd
rabid	intense or mad
rack	to torture
raconteur	storyteller
radical	extreme; complete; violent
rail	to complain bitterly
raiment	clothing
rakish	carefree
rambunctious	hard to control
ramification	a result or a consequence
rampant	widespread
rancid	a bad taste or smell; stale
rancor	hatred
rankle	to irritate
rant	to speak in a loud manner
rapacious	taking by force
rapport	harmony
rapt	completely absorbed in or overcome with joy
rarefy	to make less dense; to refine
rash	a skin irritation; reckless
raspy	harsh; grating
ratify	to approve of
ratiocinate	to reason
ration	a fixed portion
rationalize	to make an excuse for
rational	reasonable
raucous	irritating or harsh sound
ravenous	extremely hungry; greedy
raze	to destroy
realm	kingdom or region
rebuff	to reject to snub
rebuke	to scold
rebuttal	opposing argument
recalcitrant	hard to manage
recant	to withdraw a statement
recapitulate	to summarize
recede	to withdraw
recess	a notch in something or a pause or rest
recidivism	to return to criminal behavior
reciprocal	interchangeable
reciprocate	to give in return
recluse	hermit
reconcile	to bring into agreement or harmony
recondite	hard to understand
reconnoiter	to survey
recount	to tell a story
recreant	coward
recrimination	countercharge
rectify	to correct
rectitude	honest
recumbent	reclining
recuperate	to recover
redemption	deliverance or rescue
redolent	having a pleasant odor
redoubtable	formidable
redress	to remedy
redundant	superfluous; unnecessary; repetitive
refractory	stubborn
refulgent	shining; glowing
refurbish	to make new
refute	to prove wrong; disprove
regale	to entertain
regal	pertaining to a ruler; splendid
regenerate	to re-create; to reform morally; to replace a lost part of the body
regent	one who governs
regicide	the killing of a king
regime	a system of government
regimen	a regular routine
regurgitate	to bring back
rehabilitate	to restore
reimburse	to pay back
reiterate	to repeat
rejuvenate	to make new or young again
relegate	to give an inferior position to
relentless	unyielding
relevant	pertaining to the subject
relinquish	to give up
relish	to enjoy
remediable	capable of being corrected
remedial	intended to correct
reminisce	to remember
remission	a lessening; a forgiveness of offenses
remiss	negligent
remonstrate	to protest; to complain
remorse	regret; sadness
remunerate	payment for a service
renaissance	rebirth; renewal; revival
rendezvous	a meeting; appointment
rend	to split; to tear apart
renegade	traitor or outlaw
renege	to go back on one's word
reparation	compensation; to make up for a wrong
repartee	a witty reply
repast	a meal
repercussion	after-effect
repertoire	special skills or talents
repine	to complain; to fret
replete	filled
repose	to rest
reprehensible	shameful
repress	to control; to hold down
reprimand	to scold
reprisal	revenge
reproach	to blame
reprobate	a wicked person
reproof	a rebuke
repudiate	to reject
repugnant	disgusting
repulse	to drive back
reputed	supposed to be
requiem	funeral hymn
requisite	required or necessary
requite	to return or avenge
rescind	to cancel; to repeal
resignation	acceptance of a situation or circumstance
resilient	recovering quickly
resolute	very determined
resolve	solve a problem; strong determination
resonance	fullness of sound
respite	a rest
resplendent	shining brightly
restitution	repayment
restive	restless or impatient
résumé	a summary
resurge	to rise again
resurrection	revival
resuscitate	to revive
retaliation	revenge
retentive	having a good memory
reticent	silent or reserved
retinue	group of followers
retort	a short, witty reply
retract	to take back
retrench	to cut back or reduce
retribution	punishment
retroactive	applying to a period before a certain act was passed
retrogressive	going backwards
revelation	something made known
revelry	merrymaking
reverberate	to echo
revere	to respect; to honor
reverie	a daydream
revile	to abuse; to slander
rhetorical	concerned with style not content
ribald	vulgar; indecent
rife	frequently occurring
rift	a break or spilt
rigorous	strict; harsh; severe
risible	funny
risqué	daring or not proper
rite	a ceremony
robust	strong
rogue	a dishonest person
role	from memory
rollicking	carefree
roster	a list
rote	from memory
rout	overwhelming defeat
rudimentary	elementary
rue	to regret
ruffian	lawless person
ruffle	a wrinkle or to irritate
ruminate	to think about carefully
ruse	a trick or deception
rustic	pertaining to the country
rustle	to steal or a swishing sound
ruthless	cruel
saccharine	overly sweet
sacrilege	the violation of things sacred
sacrosanct	extremely holy
sadistic	pleasure from inflicting pain
saga	a long story
sage	a wise person
salacious	obscene
salient	significant
saline	salty
sallow	sickly; pale
salubrious	healthful
salutary	healthful; wholesome
salutatory	a welcoming speech
sanctimonious	hypocritical
sanction	to authorize
sangfroid	calmness
sanguinary	bloody
sanguine	cheerful or hopeful
sapient	wise
sardonic	mocking
sartorial	pertaining to tailoring or clothes
satiated	satisfied; filled up
satirical	sarcastic; ironic
saturate	to soak; to fill up
saturnine	gloomy; sluggish
saunter	to stroll; to walk leisurely
savant	a person of extensive learning
savor	to enjoy
scant	inadequate in size or amount
scapegoat	one who takes the blame
scathing	very severe or harsh
schism	a split or break
scintilla	a tiny amount
scintillate	to sparkle
scion	a descendant
scoff	to ridicule
scope	range; extent
scourge	a person or thing that punishes
scrupulous	honest or exact; careful; diligent
scrutinize	to examine closely
scurrilous	abusive or vulgar
scurry	run about; to hurry
scuttle	to abandon
sear	to burn
sebaceous	fatty
secrete	to hide or conceal
secular	worldly
sedate	quiet or calm
sedentary	sitting most of the time
sediment	material that settles on the bottom; residue
sedition	rebellion
sedulous	hard-working; industrious; diligent
seedy	run-down
seethe	to be violently angry
semblance	outward appearance
senile	mental weakness; old or aged
sensual	pertaining to pleasure
sententious	using wise sayings
sentient	conscious
sentinel	a guard
sepulcher	a tomb
sequel	an event following a previous one
sequester	to separate
seraphic	pure
serendipity	a talent for valuable things by accident
serene	peaceful
serpentine	winding or crafty
serrated	having tooth-like edges
servile	acting like a slave; submissive
servitude	slavery
sever	to separate or cut
shackle	to restrain
sham	a pretense
shard	a fragment
sheepish	bashful
shibboleth	a password
shiftless	lazy
shoal	a shallow place in the water
shrew	a nagging woman
shroud	a sheet in which a body is wrapped for burial
sibilant	hissing
sibling	a brother or sister
simile	a comparison using like or as
simper	a silly smile
simulacrum	superficial likeness or image
simulate	to pretend; to imitate
simultaneous	occurring at the same time
sinecure	job with no real work
sinewy	tough or firm
singular	extraordinary or exceptional
sinister	threatening; evil
sinuous	winding
siren	an attractive but dangerous woman
skeptic	one who doubts
skinflint	stingy person
skittish	excitable or nervous
skulduggery	deception
skulk	to sneak around
slake	to quench or satisfy
slander	to speak falsely against someone
slattern	an untidy woman
slither	to slide or glide
slough	to discard
slovenly	untidy or dirty
smirk	an offensive smile
smite	to hit forcefully
smolder	to burn without flame; to conceal hostility
smug	self-satisfied
snare	to trap
sneer	to look at with contempt
snicker	to laugh in a suppressed way
snippet	a small part
snivel	to whine; to complain
sober	not drunk; serious; solemn
sobriquet	assumed name
sodden	soaked, damp
sojourn	a brief stay or visit
solace	comfort
solecism	ungrammatical usage
solemn	serious; grave
solicit	to ask; to seek
solicitude	concern
soliloquy	talking to oneself
solitude	loneliness; being alone
solon	a wise man
solvent	the ability to pay; a substance that dissolves another
somber	dark or gloomy
somnambulate	walk in one's sleep
somnolent	drowsy; sleepy
sonorous	resounding
sophistry	seemingly believable but false reasoning
sophomoric	immature
soporific	sleep inducing
sordid	filthy; base; vile
sovereign	supreme in power
spangle	small metallic ornamentation sewn to clothing
sparse	not thick; thinly scattered; scanty
spasm	fitful, involuntary contraction
spate	sudden flood or strong outburst; a large number or amount
specious	seemingly reasonable but incorrect
specter	ghost-like image
sphinx-like	mysterious
splenetic	spiteful; irritable
sporadic	occurring irregularly
spry	active; nimble
